signal_date,entry_weekday,status,reason,distance,width,take_profit,stop_loss,minimum_credit,expiry,entry_date,exit_date,lot,raw_credit_points,effective_credit_points,gross_pnl,costs,net_pnl,window
2022-01-12,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-01-13,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-01-14,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-01-20,2022-01-17,2022-01-18,50.0,38.75,36.75,4834.999999999999,100.24409610000001,4734.755903899999,2022
2022-01-17,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-01-18,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-01-19,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-01-20,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-01-27,2022-01-21,2022-01-24,50.0,91.60000000000001,89.60000000000001,15452.499999999998,129.76332555,15322.736674449998,2022
2022-01-21,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-01-24,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-01-25,1,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-01-27,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-02-03,2022-01-28,2022-01-31,50.0,154.05,152.05,15677.500000000004,135.02455915,15542.475440850003,2022
2022-01-28,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-01-31,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-01,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-02-03,2022-02-02,2022-02-03,50.0,38.45,36.45,1725.0,97.46831400000002,1627.531686,2022
2022-02-02,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-03,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-04,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-02-10,2022-02-07,2022-02-08,50.0,122.95,120.95,10552.5,113.68757645,10438.81242355,2022
2022-02-07,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-08,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-09,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-10,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-02-17,2022-02-11,2022-02-14,50.0,98.64999999999999,96.64999999999999,16912.5,138.49382275,16774.00617725,2022
2022-02-11,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-14,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-15,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-02-17,2022-02-16,2022-02-17,50.0,21.0,19.0,857.4999999999999,96.93819375,760.5618062499999,2022
2022-02-16,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-17,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-18,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-02-24,2022-02-21,2022-02-22,50.0,89.85,87.85,8722.5,111.34371144999999,8611.15628855,2022
2022-02-21,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-22,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-23,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-24,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-03,2022-02-25,2022-02-28,50.0,206.20000000000007,204.20000000000007,21852.500000000004,156.25531215,21696.244687850005,2022
2022-02-25,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-02-28,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-02,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-03,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-10,2022-03-04,2022-03-07,50.0,146.3,144.3,16892.5,150.04130515,16742.45869485,2022
2022-03-04,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-07,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-08,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-10,2022-03-09,2022-03-10,50.0,148.25,146.25,22037.5,120.15076485,21917.34923515,2022
2022-03-09,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-10,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-11,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-17,2022-03-14,2022-03-15,50.0,159.0,157.0,13282.499999999998,122.63717795000001,13159.862822049998,2022
2022-03-14,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-15,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-16,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-17,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-24,2022-03-21,2022-03-22,50.0,129.79999999999998,127.79999999999998,10647.5,115.63231275000001,10531.86768725,2022
2022-03-21,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-22,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-23,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-24,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-31,2022-03-25,2022-03-28,50.0,107.39999999999999,105.39999999999999,8632.499999999998,110.72861895000001,8521.771381049999,2022
2022-03-25,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-28,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-29,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-31,2022-03-30,2022-03-31,50.0,33.35,31.35,1470.0,97.1727407,1372.8272593,2022
2022-03-30,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-03-31,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-01,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-04-07,2022-04-04,2022-04-05,50.0,144.05,142.05,11602.5,112.79396875,11489.70603125,2022
2022-04-04,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-05,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-06,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-07,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-04-13,2022-04-08,2022-04-11,50.0,70.89999999999999,68.89999999999999,5177.499999999999,102.71743035000001,5074.7825696499995,2022
2022-04-08,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-11,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-12,1,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-13,2,SKIP,NO_ELIGIBLE_EXPIRY,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-18,0,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-04-21,2022-04-19,2022-04-20,50.0,84.9,82.9,5210.0,104.5119445,5105.4880555,2022
2022-04-19,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-20,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-21,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-04-28,2022-04-22,2022-04-25,50.0,94.25000000000001,92.25000000000001,12205.000000000002,118.66975649999999,12086.330243500002,2022
2022-04-22,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-25,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-26,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-04-28,2022-04-27,2022-04-28,50.0,35.85000000000001,33.85000000000001,1597.5000000000005,97.63402355000001,1499.8659764500005,2022
2022-04-27,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-28,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-04-29,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-05-05,2022-05-02,2022-05-04,50.0,72.55,70.55,12292.500000000002,110.85922055,12181.640779450001,2022
2022-05-02,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-04,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-05,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-05-12,2022-05-06,2022-05-09,50.0,119.24999999999999,117.24999999999999,12900.0,123.517426,12776.482574,2022
2022-05-06,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-09,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-10,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-05-12,2022-05-11,2022-05-12,50.0,30.65,28.65,11477.5,101.65417445000001,11375.84582555,2022
2022-05-11,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-12,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-13,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-05-19,2022-05-16,2022-05-17,50.0,103.15,101.15,15489.999999999998,118.3769648,15371.623035199998,2022
2022-05-16,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-17,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-18,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-19,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-05-26,2022-05-20,2022-05-23,50.0,206.49999999999997,204.49999999999997,19347.500000000004,137.89767275,19209.602327250002,2022
2022-05-20,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-23,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-24,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-05-26,2022-05-25,2022-05-26,50.0,49.6,47.6,2285.0,98.666669,2186.333331,2022
2022-05-25,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-26,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-27,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-02,2022-05-30,2022-05-31,50.0,150.29999999999998,148.29999999999998,13115.0,115.08835160000001,12999.9116484,2022
2022-05-30,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-05-31,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-01,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-02,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-09,2022-06-03,2022-06-06,50.0,101.55000000000001,99.55000000000001,8750.0,108.503994,8641.496006,2022
2022-06-03,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-06,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-07,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-09,2022-06-08,2022-06-09,50.0,21.250000000000004,19.250000000000004,865.0000000000002,96.1870766,768.8129234000003,2022
2022-06-08,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-09,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-10,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-16,2022-06-13,2022-06-14,50.0,173.24999999999997,171.24999999999997,18082.5,132.70797095,17949.79202905,2022
2022-06-13,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-14,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-15,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-16,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-23,2022-06-17,2022-06-20,50.0,130.75,128.75,11090.0,116.24660940000001,10973.7533906,2022
2022-06-17,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-20,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-21,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-23,2022-06-22,2022-06-23,50.0,64.19999999999999,62.19999999999999,3017.4999999999995,100.11826185,2917.3817381499994,2022
2022-06-22,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-23,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-24,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-30,2022-06-27,2022-06-28,50.0,84.55,82.55,7207.499999999999,104.50878985,7102.9912101499995,2022
2022-06-27,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-28,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-29,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-06-30,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-07-07,2022-07-01,2022-07-04,50.0,99.10000000000001,97.10000000000001,8382.5,107.70623795,8274.79376205,2022
2022-07-01,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-04,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-05,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-07-07,2022-07-06,2022-07-07,50.0,67.85000000000001,65.85000000000001,9757.500000000002,102.53642425,9654.963575750002,2022
2022-07-06,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-07,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-08,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-07-14,2022-07-11,2022-07-12,50.0,56.95,54.95,6062.500000000001,102.06692855,5960.433071450001,2022
2022-07-11,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-12,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-13,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-14,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-07-21,2022-07-15,2022-07-18,50.0,85.44999999999999,83.44999999999999,11724.999999999998,108.4917174,11616.508282599998,2022
2022-07-15,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-18,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-19,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-07-21,2022-07-20,2022-07-21,50.0,22.849999999999998,20.849999999999998,1100.0,96.317954,1003.682046,2022
2022-07-20,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-21,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-22,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-07-28,2022-07-25,2022-07-26,50.0,55.650000000000006,53.650000000000006,6505.0,102.3909101,6402.6090899,2022
2022-07-25,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-26,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-27,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-07-28,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-08-04,2022-07-29,2022-08-01,50.0,117.0,115.0,14650.0,115.72078619999999,14534.2792138,2022
2022-07-29,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-01,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-02,1,SKIP,CREDIT_GATE,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-03,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-04,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-08-11,2022-08-05,2022-08-08,50.0,74.7,72.7,6709.999999999999,104.27002939999998,6605.729970599999,2022
2022-08-05,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-08,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-10,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-11,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-08-18,2022-08-12,2022-08-16,50.0,43.650000000000006,41.650000000000006,3567.5000000000005,99.69109885,3467.8089011500006,2022
2022-08-12,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-16,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-17,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-18,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-08-25,2022-08-19,2022-08-22,50.0,92.8,90.8,14117.499999999998,117.87861154999999,13999.621388449998,2022
2022-08-19,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-22,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-23,1,SKIP,CREDIT_GATE,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-24,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-25,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-01,2022-08-26,2022-08-29,50.0,76.49999999999999,74.49999999999999,8007.499999999999,106.83847195000001,7900.661528049999,2022
2022-08-26,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-29,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-08-30,1,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-01,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-08,2022-09-02,2022-09-05,50.0,90.24999999999999,88.24999999999999,7964.999999999999,107.0032957,7857.996704299999,2022
2022-09-02,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-05,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-06,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-08,2022-09-07,2022-09-08,50.0,22.45,20.45,927.5,96.35666404999998,831.14333595,2022
2022-09-07,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-08,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-09,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-15,2022-09-12,2022-09-13,50.0,64.65,62.650000000000006,7237.5,102.63243115000002,7134.86756885,2022
2022-09-12,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-13,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-14,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-15,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-22,2022-09-16,2022-09-19,50.0,139.55,137.55,12342.500000000002,120.41218635000001,12222.087813650001,2022
2022-09-16,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-19,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-20,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-22,2022-09-21,2022-09-22,50.0,69.5,67.5,3332.5000000000005,100.99840215,3231.5015978500005,2022
2022-09-21,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-22,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-23,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-09-29,2022-09-26,2022-09-27,50.0,129.85000000000002,127.85000000000002,12567.500000000002,116.68269114999998,12450.817308850003,2022
2022-09-26,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-27,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-28,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-09-29,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-10-06,2022-09-30,2022-10-03,50.0,144.15,142.15,11145.0,113.4318684,11031.5681316,2022
2022-09-30,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-10-03,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-10-04,1,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-10-06,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-10-13,2022-10-07,2022-10-10,50.0,84.55000000000001,82.55000000000001,7670.0,105.89428170000002,7564.1057183,2022
2022-10-07,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-10-10,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-10-11,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-10-13,2022-10-12,2022-10-13,50.0,51.849999999999994,49.849999999999994,2392.4999999999995,98.37753695,2294.1224630499996,2022
2022-10-12,2,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-10-13,3,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-10-14,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-10-20,2022-10-17,2022-10-18,50.0,71.60000000000001,69.60000000000001,8752.5,104.07915345,8648.42084655,2022
2022-10-17,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-10-18,1,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-10-19,2,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-10-20,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-10-27,2022-10-21,2022-10-24,50.0,47.05,45.05,5034.999999999999,100.74477389999998,4934.255226099999,2022
2022-10-21,4,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-10-24,0,SKIP,ACTIVE_POSITION,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
2022-10-25,1,SKIP,ENTRY_ON_EXPIRY_EXCLUDED,0.0125,300,0.4,1.0,10.0,,,,,,,,,,2022
